normal,0,1,22,9,241,3466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,96,0,0,255,255,100,0,0,0,0,0,0,0
normal,0,2,11,9,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,96,0,21,255,255,100,0,1,0,0,0,0,0
normal,15,1,59,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,10,10,100,0,10,0,0,0,0,0
normal,0,1,22,9,203,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,96,0,8,64,255,100,0,2,3,0,0,0,0
normal,0,1,22,9,131,3064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,1,255,100,0,100,7,0,1,0,0
normal,0,1,17,9,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,126,5,4,3,1,0,0,0,0,0
normal,0,1,19,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,255,2,1,100,1,0,98,0,0,0
normal,0,1,22,9,260,745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,96,0,50,255,255,100,0,0,0,0,0,0,0
normal,0,1,22,9,195,1705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,96,0,0,255,255,100,0,0,0,0,0,0,0
neptune,0,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,13,69,55,0,0,9,7,0,255,14,5,7,0,0,99,87,0,0
normal,0,2,11,9,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,215,0,0,0,0,96,1,1,255,254,100,1,0,0,0,0,0,0
portsweep,675,1,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,71,41,96,0,0,255,2,1,79,100,0,0,0,100,99
