normal,24,1,51,9,607,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,71,129,58,6,1,2,0,9,0,0
normal,0,1,22,9,190,1865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,96,0,11,48,255,100,0,2,9,0,0,0,0
neptune,0,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,9,0,0,71,41,5,6,0,255,10,4,8,0,0,0,0,100,99
neptune,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,13,69,55,0,0,5,6,0,255,11,4,8,0,0,99,87,0,0
neptune,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,69,55,0,0,2,7,0,255,2,1,8,0,0,99,87,0,0
normal,0,1,22,9,177,2090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,96,0,0,49,255,100,0,2,5,0,0,0,0
neptune,0,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,20,69,55,0,0,10,6,0,255,21,8,5,0,0,99,87,0,0
normal,0,1,22,9,415,3004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,96,0,17,2,255,100,0,50,4,0,1,0,0
neptune,0,1,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,10,69,55,0,0,5,6,0,255,11,4,7,0,0,99,87,0,0
neptune,0,1,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,13,69,55,0,0,6,6,0,255,14,5,7,0,0,99,87,0,0
normal,0,1,22,9,303,2159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,96,0,8,79,255,100,0,1,3,0,0,0,0
normal,0,1,22,9,141,2329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,96,0,0,2,255,100,0,50,3,0,0,0,0
normal,0,1,22,9,206,1878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,96,0,0,255,255,100,0,0,0,0,0,0,0
normal,0,1,22,9,339,1548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,96,0,22,35,255,100,0,3,3,0,0,0,0
normal,0,1,22,9,327,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,96,0,15,255,255,100,0,0,0,0,0,0,0
normal,0,2,11,9,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,168,0,0,0,0,96,0,1,255,229,90,1,0,0,0,0,0,0
ipsweep,0,0,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,96,0,56,2,148,100,0,100,48,0,0,0,0
neptune,0,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,19,69,55,0,0,16,7,0,255,20,8,7,0,0,99,87,0,0
